CODLOC,NOMLOC,NOMALTER,codigo_provincia_id
180128,"San Gabriel",NULL,18
180130,"San Miguel",NULL,18
180131,Tapebicuá,NULL,18
180132,"Estación Yapeyú",NULL,18
180133,Ñatiú,NULL,18
180134,"Paso Rosario",NULL,18
180135,Bonpland,NULL,18
180136,Pucheta,"Parada Pucheta",18
180137,"Paso Ledesma",NULL,18
180138,Cabred,NULL,18
180139,"Rincón Tranquera General",NULL,18
180140,Capiguari,NULL,18
180141,"Paso Mesa",NULL,18
180142,"Pay Ubre Chico",NULL,18
180143,"Itá Corá",NULL,18
180144,Boquerón,NULL,18
180145,Tacuaral,NULL,18
180146,"Caá Guazú",NULL,18
180147,"Piedra Itá Pucú",NULL,18
180148,"Paraje Santa Juana",NULL,18
180149,Ceibo,NULL,18
180150,Labougle,NULL,18
180151,"San Francisco",NULL,18
180152,"Juan Pujol",NULL,18
180153,"Mota Piedritas",NULL,18
180154,"Sáenz Valiente",NULL,18
180155,"Cuatro Bocas",NULL,18
180156,Acuña,NULL,18
180157,"Estación Libertad",NULL,18
180158,Libertad,NULL,18
180159,"La Cañada",NULL,18
180160,"San Juan",NULL,18
180161,Baibiene,NULL,18
180162,"Arroyo Seco",NULL,18
180163,"El Ñandubay",NULL,18
180164,"Paso López",NULL,18
180165,"Apeadero Minuanes",NULL,18
180166,"Capitán J.  Madariaga",NULL,18
180167,"Cazadores Correntinos",NULL,18
180168,"Apeadero Emilio R.  Coni",NULL,18
180169,"Pedro Dìaz Colodrero",NULL,18
180170,Cañaditas,NULL,18
180172,"La Casualidad",NULL,18
180173,Guayquiraro,NULL,18
180174,"Rincón de Guayquiraro",NULL,18
180175,Cuchillas,NULL,18
180176,"Santa Catalina",NULL,18
180177,"El Carmen",NULL,18
180178,"La Concepción",NULL,18
180179,"Malvinas Sur",NULL,18
180180,"Malvinas Norte",NULL,18
180181,"Puerto Goya",NULL,18
180182,"Colonia Carolina",NULL,18
180183,Marucha,NULL,18
180184,"Paso Rubio",NULL,18
180185,"Isabel Victoria",NULL,18
180186,"Buena Vista",NULL,18
180187,"San Isidro",NULL,18
180188,"San Martín",NULL,18
180189,"Paso San Juan",NULL,18
180190,"Tres Bocas",NULL,18
180191,"Paso Santa Rosa",NULL,18
180192,"Villa Córdoba",NULL,18
180193,"Colonia Echeverría",NULL,18
180194,Algarrobo,NULL,18
180195,"Cruz de los Milagros",NULL,18
180198,Yapuca,NULL,18
180199,"Colonia Pando",NULL,18
180200,"Santo Domingo",NULL,18
180201,"Arroyo González",NULL,18
180202,"Santiago Alcorta",NULL,18
180203,"Colonia Progreso",NULL,18
180204,Cebollas,NULL,18
180205,Arroyito,NULL,18
180206,"Colonia 3 de Abril",NULL,18
180207,Batel,NULL,18
180208,"Paraje Florida",NULL,18
180209,Batara,NULL,18
180210,"Iguaté Porá",NULL,18
180211,"Del Carmen",NULL,18
180212,Tabay,NULL,18
180213,"Colonia Tatacuá",NULL,18
180214,"Yataity Poi",NULL,18
180215,"Colonia Caimán",NULL,18
180216,"San Antonio",NULL,18
180217,Ibahay,NULL,18
180218,"Puerto Yahape",NULL,18
180219,Valencia,NULL,18
180220,"El Tacuaral",Tacuaral,18
180221,"Palmar Grande",NULL,18
180222,Cerrito,NULL,18
180223,Puisoye,NULL,18
180224,"Rincón de Vences",NULL,18
180225,"Lomas de Vallejos",NULL,18
180226,"Loma Villanueva",NULL,18
180227,"Paso Florentín",NULL,18
180228,"Colonia Romero",NULL,18
180229,"Martínez Cué",NULL,18
180230,Arerungua,NULL,18
180231,"Ramada Paso",NULL,18
180232,Yacarey,NULL,18
180233,"La Palmira",NULL,18
180234,"Corsa Cué",NULL,18
180235,Tuyutí,NULL,18
180236,"Puerto González",NULL,18
180237,Manantiales,NULL,18
180238,"Loma Alta",NULL,18
180239,"Rincón de Ambrosio",NULL,18
180240,"Arroyo Ambrosio",NULL,18
180241,"Colonia Juan B Cabral",NULL,18
180242,"Pago Alegre",NULL,18
180243,"Pago de los Deseos",NULL,18
180244,"Paso Naranjito",NULL,18
180245,"Pago Arias",NULL,18
180246,"Colonia Brougnes",NULL,18
180247,"Lomas de Empedrado",NULL,18
180249,"El Pollo",NULL,18
180250,"Pago Poi",NULL,18
180251,"El Pontón",NULL,18
180252,"Lomas de González",NULL,18
180253,Herlitzka,NULL,18
180254,"Costa Grande",NULL,18
180255,"Cerrudo Cué",NULL,18
180256,Ramones,NULL,18
180257,Riachuelo,NULL,18
180700,Apipé,NULL,18
180701,"Caza Pava",Cazapán,18
180702,"Colonia Porvenir",NULL,18
180703,"Ensenada Grande",NULL,18
180704,Ifrán,Ifran,18
180705,"Ingenio Primer Correntino",NULL,18
180706,"Lomas de Galarza",NULL,18
180707,Malvinas,NULL,18
180708,"Manuel Derqui",NULL,18
180709,"Manuel F. Mantilla",NULL,18
180710,Ombucito,NULL,18
180711,"Paraje San Isidro",NULL,18
180712,Playadito,NULL,18
180713,"Punta Grande",NULL,18
180714,"San Salvador",NULL,18
180715,Anguá,NULL,18
180716,Yahapé,NULL,18
220002,Resistencia,NULL,22
220004,Barranqueras,NULL,22
220006,Fontana,NULL,22
220008,"Puerto Vilelas",NULL,22
220010,"Presidencia Roque Sáenz Peña",NULL,22
220012,"Villa Angela",NULL,22
220014,"General José de San Martín","Est. Zapallar, El Zapallar",22
220016,Charata,NULL,22
220018,Quitilipi,NULL,22
220020,"Las Breñas",NULL,22
220022,"Juan José Castelli","Est. Colonia Juan José Castelli",22
220024,Machagai,NULL,22
220026,"La Leonesa",NULL,22
220028,"Las Palmas",NULL,22
220030,"Tres Isletas",NULL,22
220032,"General Pinedo","Ministro R. Gómez",22
220034,"Puerto Tirol",NULL,22
220036,"Presidencia de la Plaza",NULL,22
220038,"Villa Berthet",NULL,22
220040,Corzuela,NULL,22
220042,"Coronel Du Graty",NULL,22
220044,"Santa Sylvina",NULL,22
220046,"Campo Largo",NULL,22
220048,"San Bernardo",NULL,22
220050,"Avia Terai",NULL,22
220052,"Pampa del Indio",NULL,22
220054,"Pampa del Infierno",NULL,22
220056,"Taco Pozo",NULL,22
220058,"Hermoso Campo",NULL,22
220060,"Concepción del Bermejo",NULL,22
220062,Makalle,NULL,22
220064,"La Escondida",NULL,22
220066,"Colonias Unidas",NULL,22
220068,"Margarita Belén","1914 pongo Guaycurú",22
220070,"Presidencia Roca",NULL,22
220072,"Colonia Elisa",NULL,22
220074,"La Verde",NULL,22
220076,"Los Frentones",NULL,22
220078,"La Clotilde",NULL,22
220080,"La Tigra",NULL,22
220082,Gancedo,NULL,22
220084,"Puerto Bermejo","discriminar Puerto B.Nuevo y Viejo",22
220086,"Las Garcitas",NULL,22
220088,"El Sauzalito",NULL,22
220090,"General Vedia",NULL,22
220092,"Colonia Benítez",NULL,22
220094,Samuhú,NULL,22
220096,Charadai,NULL,22
220098,Napenay,"Pampa Napenay",22
220100,"Isla del Cerrito",NULL,22
220102,Basail,NULL,22
220104,"Laguna Limpia",NULL,22
220106,"Cote Lai",NULL,22
220108,"Nueva Pompeya","Misión Nueva Pompeya",22
220110,"Capitán Solari",NULL,22
220112,"Colonia Aborigen",NULL,22
220114,"Selvas del Río de Oro",NULL,22
220116,"Ciervo Petiso",NULL,22
220118,"Villa El Palmar",NULL,22
220120,"Pampa Almirón",NULL,22
220122,Lapachito,NULL,22
220124,"Villa Río Bermejito",NULL,22
220125,"Puerto Las Palmas",NULL,22
220126,Cerrito,NULL,22
220127,Pindó,NULL,22
220128,Yatay,NULL,22
220129,"Cancha Larga",NULL,22
220130,"La Posta",NULL,22
220131,"Colonia El Mirasol",NULL,22
220132,"Colonia Velaz",NULL,22
220133,"El 14",NULL,22
220134,"Colonia Cabral Cué",NULL,22
220136,Lapacho,NULL,22
220137,"El Retiro",NULL,22
220139,"La Loma",NULL,22
220140,"San Miguel",NULL,22
220141,"Costa Iné",NULL,22
220142,"Villa Paranacito",NULL,22
220143,"Los Palmares",NULL,22
220144,"Colonia Baranda",NULL,22
220145,"María Sara",NULL,22
220146,"El Paraisal",NULL,22
220147,"Paralelo 28",NULL,22
220148,"Colonia Palmira",NULL,22
220149,"Colonia Las Mercedes",NULL,22
220150,"Colonia Florencia",NULL,22
220151,"Río Tapenagá",NULL,22
220152,"La Sabana",NULL,22
220153,"La Vicuña",NULL,22
220154,Horquilla,NULL,22
220155,Haumonía,Thaumonía,22
220156,Oetling,NULL,22
220157,"Río Araza",NULL,22
220158,"Puerto Bastián",NULL,22
220159,"Laguna Blanca",NULL,22
220160,"Fortín Cardoso",NULL,22
220161,"General Obligado",NULL,22
220162,"Estación La Escondida",NULL,22
220163,"Colonia Juan  Penco",NULL,22
220164,"Colonia Mixta",NULL,22
220165,"Ingeniero Barbet",NULL,22
220167,"Colonia La Dificultad",NULL,22
220168,"Colonia Bermejo",NULL,22
220170,"La Eduvigis",NULL,22
220171,"Loma Florida",NULL,22
220172,"El Perdido",NULL,22
220173,"Kilómetro 62",NULL,22
220175,"Colonia El Fiscal",NULL,22
220176,"Kilómetro 48",NULL,22
220177,"Siete Arboles",NULL,22
220178,"Puerto El Zapallar",NULL,22
220179,"Loma Alta",NULL,22
220180,"Paraje Las Tablas",NULL,22
220181,"Pampa Chica",NULL,22
220182,"Pampa Larga",NULL,22
220183,"Reserva Biológica",NULL,22
220184,"Colonia La Filomena",NULL,22
220185,"Colonia Santos Lugares",NULL,22
220186,"Colonia 10 de Mayo",NULL,22
220187,"Colonia El Ciervo",NULL,22
220188,"Colonia Tres Lagunas",NULL,22
220189,"Fortín Chajá",NULL,22
220190,"Fortín Aguilar",NULL,22
220191,"Colonia El Curundú",NULL,22
220192,"El Raigonal",NULL,22
220193,"Colonia Santa Elena",NULL,22
220194,"Colonia Brandsen",NULL,22
220196,Guayaibí,NULL,22
220197,"Cuatro Arboles",NULL,22
220199,"Colonia Santa Marta",NULL,22
220200,Bocas,NULL,22
220201,"Paso del Oso",NULL,22
220202,"Colonia Aborigen Chaco",NULL,22
220203,"Lote 42",NULL,22
220204,"Lote 23",NULL,22
220205,"Kilómetro 22",NULL,22
220206,"El Aguará",NULL,22
220207,Napalpí,NULL,22
220208,"La Lola",NULL,22
220210,"Tres Palmas",NULL,22
220211,"Colonia La Tambora",NULL,22
220212,"El Guanaco",NULL,22
220213,"Colonia Gualtieri",NULL,22
220214,"Las Lomitas",NULL,22
220215,"Lote 14",NULL,22
220217,"Pampa Bandera",NULL,22
220218,"Aldea Forestal",NULL,22
220219,"Pampa Legua Cuatro",NULL,22
220220,"Cuatro Bocas",NULL,22
220222,"El Zanjón",NULL,22
220223,"Colonia El Paraisal",NULL,22
220224,"Pampa Verde",NULL,22
220226,"El Tacuaruzal",NULL,22
220227,"Pampa La Peligrosa",NULL,22
220228,"Kilómetro 855",NULL,22
220229,"Kilómetro 841",NULL,22
220230,"La Matanza",NULL,22
220232,"Fortin Lavalle",NULL,22
220233,"Ex Fortín Lavalle",NULL,22
220234,Berlín,NULL,22
220235,"Paraje El Colchón",NULL,22
220236,"Campo El Onza",NULL,22
220237,"Colonia El Alazán",NULL,22
220238,"Las Maravillas",NULL,22
220239,"El Asustado",NULL,22
220240,"El Destierro",NULL,22
220241,"El Palmar",NULL,22
220242,Boquerón,NULL,22
220243,"Paraje Cabañero",NULL,22
220244,"Colonia Alelay",NULL,22
220245,"Pampa Vargas",NULL,22
220246,"Pampa El 12",NULL,22
220247,"Pampa Alelai",NULL,22
220248,"Pampa El 11",NULL,22
220249,"Tres Naciones",NULL,22
220250,"Kilómetro 884",NULL,22
220251,"Colonia Esperanza",NULL,22
220252,Zaparinqui,NULL,22
220253,"Colonia Fortuni",NULL,22
220254,"Campo El Aibal",NULL,22
220255,"Colonia Cabeza de Buey",NULL,22
220256,"Colonia Indígena Lote 8",NULL,22
220257,"Misión Anglicana",NULL,22
220258,"El Espinillo",NULL,22
220259,Manantiales,NULL,22
220260,Tolderías,NULL,22
220261,"Pozo de la Tuna",NULL,22
220262,Miramar,NULL,22
220263,"Palo Marcado",NULL,22
220265,"La Mora",NULL,22
220266,"Colonia La Florida Chica",NULL,22
220267,"El 15",NULL,22
220268,"Pozo del Toro",NULL,22
220269,Miraflores,NULL,22
220270,"Colonia San Antonio",NULL,22
220271,"Los Porongos",NULL,22
220272,"Las Hacheras",NULL,22
220273,"Pozo de la Pava",NULL,22
220274,"Pozo del Molle",NULL,22
220275,"Ex Fortin Wilde",NULL,22
220276,"La Gringa",NULL,22
220277,"Pozo de la Línea",NULL,22
220279,"Bajada Alta",NULL,22
220280,"Colonia Monte Quemado",NULL,22
220281,"Pampa Tolosa Grande",NULL,22
220282,"Pampa Tolosa Chica",NULL,22
220283,"Pampa Los Bedogni",NULL,22
220284,"Pampa Castro",NULL,22
220285,"Pampa Machete",NULL,22
220286,"Sol de Mayo",NULL,22
220288,"Nueva Unión",NULL,22
220289,"San Lorenzo",NULL,22
220290,"Paraje Kilómetro 40",NULL,22
220291,Arenales,NULL,22
220292,"La Esperanza",NULL,22
220293,"Monte Caseros",NULL,22
220294,"La Saltarina",NULL,22
220295,Rosales,NULL,22
220296,"Pozo de la Mula",NULL,22
220297,"Pozo del Negro",NULL,22
220298,"Ex Fortín Zelaya",NULL,22
220299,"La Armonía",NULL,22
220300,"Bajo Hondo",NULL,22
220301,"Ex Fortín Arenales",NULL,22
220302,"Nueva Población",NULL,22
220303,"Pozo de los Suris",NULL,22
220305,Wichi,NULL,22
220306,"Paraje El Colorado",NULL,22
220307,"Fuerte Esperanza",NULL,22
220308,"Paso de los Libres",NULL,22
220309,"Doña Paula",NULL,22
220310,"Campo Overo",NULL,22
220311,"Pozo del Gris",NULL,22
220312,"Pozo la Osca",NULL,22
220313,"Santo Domingo",NULL,22
220314,"Las Vertientes",NULL,22
220315,"La Cañada",NULL,22
220316,"Ex Fortín Pérez Millán",NULL,22
220317,"La Flojera",NULL,22
220318,"Ex Fortin Arenales",NULL,22
220319,"Campo Grande",NULL,22
220320,"Santa Rita",NULL,22
220321,"Los Tunales",NULL,22
220322,"La Zanja",NULL,22
220323,"El Quebrachal",NULL,22
220324,"El Sauzal",NULL,22
220325,"La Entrada",NULL,22
220326,"Pozo del Gato",NULL,22
220327,"El Vizcacheral",NULL,22
220328,"La Invernada",NULL,22
220329,"Bajo Verde",NULL,22
220330,"La Costosa",NULL,22
220331,"Pozo del 50",NULL,22
220332,"Pozo El Chañar",NULL,22
220333,"El Recreo",NULL,22
220334,"Pozo del Tigre",NULL,22
220335,"Pozo del Tala",NULL,22
220336,"Pozo la Brea",NULL,22
220337,"La Soledad",NULL,22
220338,"El Simbolar",NULL,22
220339,Tartagal,NULL,22
220340,"Bolsa Grande",NULL,22
220341,Corralito,NULL,22
220342,"Molle Marcado",NULL,22
220343,California,NULL,22
220344,"Los Barriles",NULL,22
220345,"San Juancito",NULL,22
220346,"Comandancia Frías",NULL,22
220347,"Ex Fortín Comandante Frías",NULL,22
220348,"Las Blancas",NULL,22
220349,"La Estación",NULL,22
220350,"El Aibal",NULL,22
220351,"Tres Pozos",NULL,22
220352,"Los Quirquinchos",NULL,22
220353,"La Fidelidad",NULL,22
220354,"Pampa Fosforito",NULL,22
220355,"Pampa Bolsa",NULL,22
220356,"Pampa Juanita",NULL,22
220357,"Pampa El Mollar",NULL,22
220358,"Pampa Pereyra",NULL,22
220359,"Pampa Virgen",NULL,22
220360,"Pampa Caburé",NULL,22
220361,"Pampa Guanaco",NULL,22
220362,"Pampa El Mangrullo",NULL,22
220363,"Pampa Quimili",NULL,22
220364,"Pampa Borracho",NULL,22
220365,"Pampa Ralera",NULL,22
220366,"Río Muerto",NULL,22
220367,"Palo Blanco",NULL,22
220368,"Lote Treinta y Tres",NULL,22
220369,"Paraje Independencia",NULL,22
220370,"Las Delicias",NULL,22
220372,"La Tranquilidad",NULL,22
220373,"Paraje Kilómetro 77",NULL,22
220374,"La Providencia",NULL,22
220375,"San José",NULL,22
220376,Colombia,NULL,22
220377,"Los Tobas",NULL,22
220378,"San Agustín",NULL,22
220379,"El Indio",NULL,22
220380,Urundel,"Río de las Piedras(1914)",22
220381,"Las Carpas",NULL,22
220382,"La China",NULL,22
220383,"El Cañón",NULL,22
220384,"El Paraíso",NULL,22
220385,"La Pinta",NULL,22
220386,"La Ilusión",NULL,22
220387,"San Martín",NULL,22
220388,"La Argentina",NULL,22
220389,"Santa Rosa",NULL,22
220390,"La Aguada",NULL,22
220391,"Madre de Dios",NULL,22
220392,"Santa Agueda",NULL,22
220393,"San Antonio",NULL,22
220395,"El Valle",NULL,22
220396,"Las Flores",NULL,22
220397,Castelli,NULL,22
220398,"Paraje Ojo de Agua",NULL,22
220399,"La Paloma",NULL,22
220400,"Los Magos",NULL,22
220401,"San Luis",NULL,22
220402,"Santa Elena",NULL,22
220403,"Los Tigres",NULL,22
220404,"Nueva York",NULL,22
220405,"San Telmo",NULL,22
220406,"Paraje Santa Cruz",NULL,22
220407,"Santa Teresa de Carballo",NULL,22
220408,"9 de julio",NULL,22
220409,"La Sara",NULL,22
220410,"La Chiquita",NULL,22
220411,"Pampa Florida",NULL,22
220412,"Pampa Loca",NULL,22
220413,"La Mascota",NULL,22
220414,"Pampa Gamba",NULL,22
220415,"Colonia Bajo Hondo",NULL,22
220416,"Pampa Oculta",NULL,22
220417,"Fortín Las Chuñas",NULL,22
220418,"Colonia El Regimiento",NULL,22
220419,"Colonia Manuel Sarratea",NULL,22
220420,"La Flecha",NULL,22
220421,"Colonia José Mármol",NULL,22
220422,"Kilómetro 525",NULL,22
220423,"Kilómetro 530",NULL,22
220424,"Kilómetro 520",NULL,22
220425,"Kilómetro 53",NULL,22
220426,"Las Cuatro Bocas",NULL,22
220427,"Pampa Las Flores",NULL,22
220428,"La Chaco",NULL,22
220429,"Almirante Brown",NULL,22
220430,"Colonia Domingo  Matheu",NULL,22
220431,"Lote 11",NULL,22
220432,"Lote 10",NULL,22
220433,"Enrique Urien",NULL,22
220434,"La Tapera",NULL,22
220435,"Las Moreras",NULL,22
220436,"Tres Boliches",NULL,22
220437,"Las Golondrinas",NULL,22
220438,"Las Golondrinas Sur",NULL,22
220439,"Pueblo ClodomiroDíaz",NULL,22
220440,"Los Fortines",NULL,22
220441,"Colonia Avanzada",NULL,22
220442,"Colonia La Avanzada",NULL,22
220443,"Colonia Los Gansos",NULL,22
220444,"La Manuela",NULL,22
220445,"Colonia Las Avispas",NULL,22
220446,"La Viruela",NULL,22
220447,"Pampa Alsina",NULL,22
220448,"Loro Blanco",NULL,22
220449,"Pampa Cuvalo",NULL,22
220450,"Pampa Grande",NULL,22
220451,"Pozo del Indio",NULL,22
220452,"Curva de Novoa",NULL,22
220453,Pampini,NULL,22
220455,"India Muerta",NULL,22
220456,"Dos Boliches",NULL,22
220457,"Pampa Villordo",NULL,22
220459,"Dos de mayo",NULL,22
220460,"Pampa Brugnoli",NULL,22
220461,"Pampa Zanata",NULL,22
220462,"Pampa del Zorro",NULL,22
220463,"Pampa Iporá Guazú",NULL,22
220464,"El Recoveco",NULL,22
220465,"Las Piedritas",NULL,22
220466,"El Estero",NULL,22
220467,"Pampa Hermosa",NULL,22
220468,"Los Cerritos",NULL,22
220469,"Pampa Mitre",NULL,22
220470,"Pampa del Cielo",NULL,22
220471,"Lote 77",NULL,22
220472,"Pampa Flores",NULL,22
220473,"Pampa Cabrera",NULL,22
220474,"Pampa Avila",NULL,22
220475,"Pampa Cejas",NULL,22
220476,"Tres Estacas",NULL,22
220477,"El Picaso",NULL,22
220478,"Pampa Landreil",NULL,22
220479,"Mesón de Fierro",NULL,22
220480,"Puerta del León",NULL,22
220481,Itín,Itim,22
220482,"General Capdevilla",NULL,22
220483,"Las Víboras",NULL,22
220484,"El Triángulo",NULL,22
220485,"Pampa Dorotler",NULL,22
220486,"Palmar Central",NULL,22
220487,"Los Leones",NULL,22
220488,"El Cuadrado",NULL,22
220489,"Kilómetro 596",NULL,22
220490,"Colonia El Curupí",NULL,22
220491,"Colonia Cabeza de Tigre",NULL,22
220492,"Campo Nuevo",NULL,22
220493,"Campo las Puertas",NULL,22
220494,"Venados Grandes",NULL,22
220495,Zuberbühler,NULL,22
220496,Chorotis,NULL,22
220497,"Tres Mojones",NULL,22
220701,Vicentini,NULL,22
220702,"Puerto Bermejo Viejo",NULL,22
220703,"Puerto Bermejo Nuevo",NULL,22
220706,"Puerto Eva Perón",NULL,22
220707,"Colonia Rivadavia",NULL,22
220708,"El Pintado",NULL,22
220709,"Colonia Popular",NULL,22
260002,"Comodoro Rivadavia",NULL,26
260004,Trelew,NULL,26
260006,"Puerto Madryn",NULL,26
260008,Esquel,"Colonia Dieciséis de Octubre",26
260010,Rawson,NULL,26
260012,Sarmiento,NULL,26
260014,Trevelín,NULL,26
260016,Gaimán,NULL,26
260018,"Rada Tilly",NULL,26
260020,"El Maitén",NULL,26
260022,"Río Mayo",NULL,26
260024,Dolavon,NULL,26
260026,"Gobernador Costa",NULL,26
260028,"José de San Martín",NULL,26
260030,"Alto Río Senguerr",NULL,26
260032,Corcovado,NULL,26
260034,"Playa Unión",NULL,26
260036,"Diadema Argentina",NULL,26
260038,Tecka,NULL,26
260040,"Lago Puelo",NULL,26
260042,"Río Pico",NULL,26
260044,"Paso de los Indios",NULL,26
260046,Cholila,NULL,26
260048,Camarones,NULL,26
260050,"Hoyo de Epuyén",NULL,26
260052,Gualjaina,NULL,26
260055,"Estancia Valle Huemules",NULL,26
260056,"Estancia Lago Blanco",NULL,26
260057,"Lago Blanco",NULL,26
260058,"Estancia La María Elena",NULL,26
260059,"Estancia La Constancia",NULL,26
260060,"Estancia La Luisa",NULL,26
260061,"Río Guenguel",NULL,26
260062,"Estancia La Serrana",NULL,26
260063,"Doctor R.Rojas",NULL,26
260064,"Alto Río Mayo",NULL,26
260065,"Estancia Sección Media Luna",NULL,26
260066,"Aldea Beleiro",NULL,26
260067,"Puesto Gendarmería  Nacional El Triana",NULL,26
260070,"Estancia Cañadón Faquicó",NULL,26
260071,"Estancia Loyaute",NULL,26
260072,"Estancia La Balear",NULL,26
260073,"La Puerta del Diablo",NULL,26
260074,"Estancia La Salina",NULL,26
260076,Facundo,NULL,26
260077,"Pastos Blancos",NULL,26
260078,"Estancia Cañadón Alto",NULL,26
260079,"Estancia Laguna del Zorro",NULL,26
260080,"El Coyte",NULL,26
260081,"Estancia Arroyo Verde",NULL,26
260083,"Estancia Muzzio",NULL,26
260084,"Estancia Kultan",NULL,26
260085,"Paso Moreno",NULL,26
260086,"Los Tamariscos",NULL,26
260087,"Estancia La Laurita",NULL,26
260088,"Estancia La Pepita",NULL,26
260089,"Aldea Apeleg",NULL,26
260090,"Río Frías",NULL,26
260091,"Arroyo Arenoso",NULL,26
260092,"Aldea Shaman",NULL,26
260093,"Estancia La Providencia",NULL,26
260094,"Nueva Lubecka",NULL,26
260095,"Estancia Don Guillermo",NULL,26
260096,"Estancia Los Guindo",NULL,26
260097,"Alto Río Pico",NULL,26
260098,"Estancia La Estancia",NULL,26
260099,"Fontera Río Pico","Las Pampas",26
260100,"Lago Vintter",NULL,26
260101,"Estancia La Paulina",NULL,26
260102,Putrachoique,NULL,26
260105,"Estancia El Cóndor",NULL,26
260106,"Estancia La Casilda",NULL,26
260107,"Las Pulgas",NULL,26
260108,"Los Manantiales",NULL,26
260109,"Estancia El Huetel",NULL,26
260110,"Puesto El Chulengo",NULL,26
260111,"Apeadero Colhué Huapi",NULL,26
260112,"Enrique Hermitte",NULL,26
260113,"Valle Hermoso",NULL,26
260114,"Cañadón Lagarto",NULL,26
260115,Matasiete,NULL,26
260116,"Buen Pasto",NULL,26
260117,"Estancia Mallín Grande",NULL,26
260118,"Estancia La Blanca",NULL,26
260120,"Embarcadero Kilómetro 96",NULL,26
260121,Holdich,NULL,26
260122,"Pampa del Castillo",NULL,26
260123,"Campamento El Tordillo",NULL,26
260124,"El Trébol",NULL,26
260125,"Estancia La Primavera",NULL,26
260126,"Estancia La Mata",NULL,26
260127,"Estancia Los Menucos",NULL,26
260128,Escalante,NULL,26
260129,Astra,NULL,26
260130,"General Mosconi",NULL,26
260131,"Don Bosco",NULL,26
260132,"Caleta Córdoba","Caleta Córdova",26
260133,"Manantiales Behr",NULL,26
260134,"Estancia La Begonia",NULL,26
260135,"Rocas Coloradas",NULL,26
260136,"Estancia Las Tres Botellas",NULL,26
260137,"Estancia El Sol",NULL,26
260139,"Estancia Los Ñandes",NULL,26
260140,"Pico Salamanca",NULL,26
260142,"Pampa Salamanca",NULL,26
260143,"Estancia La Guillermina",NULL,26
260144,"Estancia Las Mellizas",NULL,26
260145,"Estancia El Toro",NULL,26
260146,"Estancia Thomas",NULL,26
260147,"Estancia El Mallín",NULL,26
260149,"Puerto Visser",NULL,26
260150,"Estancia Puerto Nieve",NULL,26
260151,"Estancia El Molino",NULL,26
260152,"Estancia Don Pablo",NULL,26
260153,"Estancia Laguna Grande",NULL,26
260154,"Bahía Bustamante",NULL,26
260155,"Estancia Cerro Cóndor",NULL,26
260156,"Estancia La Victoria",NULL,26
260157,"Estancia San José",NULL,26
260158,"Estancia Los Flamencos",NULL,26
260159,"El Canquel",NULL,26
260160,"Mallín Angosto",NULL,26
260161,"Cajón de Ginebra Chico",NULL,26
260162,"Cajón de Ginebra Grande",NULL,26
260163,"El Pajarito",NULL,26
260165,"Estancia Los Manantiales",NULL,26
260166,"La Juanita",NULL,26
260167,"Estancia La Madrugada",NULL,26
260168,"Paso Berwin",NULL,26
260169,"Cerro Cóndor",NULL,26
260170,"Campamento Los Adobes",NULL,26
260171,"Estancia Los Mimbres",NULL,26
260173,"Los Altares",NULL,26
260174,"Las Horquetas",NULL,26
260175,"El Sombrero",NULL,26
260176,"Estancia La Canquelera",NULL,26
260177,"Rancho Esmeralda",NULL,26
260178,"Estancia La Emilia",NULL,26
260179,"El Guanaco",NULL,26
260180,"Estancia La Aurora",NULL,26
260181,"Estancia Las Violetas",NULL,26
260182,Malaspina,NULL,26
260183,"Estancia Las Mercedes",NULL,26
260184,"Estancia Santa Ana",NULL,26
260185,"Estancia Las Quebradas",NULL,26
260186,"Estancia La Aguada de Pérez",NULL,26
260187,"Estancia La Isabel",NULL,26
260188,"Estancia La Ernesta",NULL,26
260189,"Estancia La Península",NULL,26
260190,"Estancia San Jorge",NULL,26
260191,"Estancia El Molle",NULL,26
260192,"Estancia Lochiel",NULL,26
260193,"Estancia La Rosa",NULL,26
260194,Garayalde,NULL,26
260195,"Estancia El Canuto",NULL,26
260196,"Estancia Laguna Colorada",NULL,26
260197,"Puesto Estancia Laguna Colorada",NULL,26
260198,"Estancia Río Chico",NULL,26
260199,"Estancia El Zorzal",NULL,26
260200,"Estancia La Chiquita",NULL,26
260201,"Estancia El Arbolito",NULL,26
260202,Uzcudun,NULL,26
260204,"Estancia La Maciega",NULL,26
260205,"Puesto El Palenque",NULL,26
260206,"Estancia Santa Elena",NULL,26
260207,"Estancia La Primitiva",NULL,26
260208,"Cabo Raso",NULL,26
260209,"Estancia Santa Magdalena",NULL,26
260210,"Estancia La Perla",NULL,26
260211,"Estancia La Antonieta",NULL,26
260212,"Dos Pozos",NULL,26
260213,"Estancia La Perla Vieja",NULL,26
260214,"Estancia La Lonja",NULL,26
260215,"Florentino Ameghino",NULL,26
260216,"Estancia La Industrial",NULL,26
260217,"Estancia La Aída",NULL,26
260218,"Laguna Grande",NULL,26
260219,"Mina Chubut",NULL,26
260220,"La Rosada",NULL,26
260221,"Las Chapas",NULL,26
260222,"Alto de las Plumas",NULL,26
260223,"Las Plumas","Valle de las Plumas",26
260224,"Estancia Los Tajamares",NULL,26
260225,"Estancia El Sauce",NULL,26
260226,"El Mirasol",NULL,26
260227,"Estancia El Alba",NULL,26
260228,"Estancia Gure Echea",NULL,26
260229,"Estancia San Francisco",NULL,26
